Matrix ModCSR Jagged Ellpack
bfwa62 11563 10940 150445
bfwa782 11507 13804 235762
bfwb398 10453 11355 11198019
bfwb62 9565 10373 93389
bfwb782 10966 16674 119863
big 9460 10060 87943
blckhole 9872 11440 89313
bwm200 8188 9236 62458
bwm2000 9220 10408 67500
can_1054 13355 11809 94748
can_1072 14792 11766 88126
can_144 10360 11073 96885
can_161 9920 12476 107150
can_187 10120 11695 96355
can_229 10581 11346 94549
can_24 7010 7172 66217
can_256 12169 12051 119733
can_268 17246 12318 113350
can_292 10156 10640 83567
can_445 12530 17502 123110
can_61 12568 10428 137016
can_62 9004 8144 61852
can_634 10112 11582 106078
can_715 51172 12520 98533
can_73 9636 8971 61999
can_838 9822 10959 126029
can_96 11311 10624 359758
cavity01 16872 17625 312837
cavity03 23061 17734 322585
cavity05 16783 19581 368416
cavity07 16499 17707 366818
cavity09 16367 18338 308806
cavity10 16702 17968 325833
cavity12 16904 28705 319129
cavity14 17195 28757 348172
cavity16 18584 18375 329265
cavity18 17055 18940 395183
cavity20 16913 17729 363386
cavity22 18748 21511 328458
cavity24 16674 18790 336049
cavity26 80405 28165 444978
cdde1 11816 11434 130602
cdde2 15891 22166 103183
cdde3 16671 11559 94815
cdde4 9796 10925 88479
cdde5 11188 12363 90238
cdde6 9466 16705 87988
circuit_1 13020 9543 55522
circuit_2 9116 9420 75842
circuit_3 12089 12743 94356
circuit_4 9121 10152 51576
ck104 48180 12935 149327
ck400 11853 12061 124740
ck656 12269 13420 125059
coater1 12444 12370 107618
coater2 13321 13913 160778
conf5_0-4x4-10 15345 15407 585051
crystk01 12831 14011 160614
crystk02 11593 13505 134258
crystk03 10251 13297 195643
crystm01 11095 10736 913532
crystm02 9015 9976 231706
crystm03 8342 9962 84996
ct20stif 19880 22846 185165
curtis54 10223 11072 109971
d_ss 8385 7585 55320
dw1024 9416 11690 92998
dw256A 9789 12087 163100
dw256B 10723 11800 120522
dw4096 9442 10694 72995
dwt_1005 11570 12647 114038
dwt_1007 9957 11470 129316
dwt_1242 13907 11853 87116
dwt_162 12668 12602 160996
dwt_193 12378 47221 158848
dwt_198 10690 12254 89648
dwt_209 11081 11465 99940
dwt_221 11150 11077 91612
dwt_234 9496 14806 84008
dwt_245 9780 10446 80011
dwt_2680 10284 47812 137924
dwt_307 10556 11055 164963
dwt_310 10083 11714 118690
dwt_346 12220 13966 227612
dwt_361 11225 11151 110518
dwt_419 10460 10873 86723
dwt_492 14097 11000 121711
dwt_503 11091 11394 127152
dwt_512 13030 11479 102202
dwt_59 9378 10022 64444
dwt_592 9537 10575 87501
dwt_607 10637 12210 84889
dwt_66 9032 9396 61904
dwt_72 10926 8866 86230
dwt_758 8704 10533 69187
dwt_869 11222 11833 127158
dwt_87 9993 9570 81092
dwt_878 10008 12701 104658
dwt_918 14206 14706 101190
dwt_992 15311 21279 116029
epb0 30860 11251 50714
epb1 11078 12533 96630
epb2 11695 13515 181167
epb3 11268 19723 105941
eris1176 22242 24022 431981
ex1 18164 20903 283550
ex10 18458 14075 160665
ex10hs 12422 14322 106489
ex11 20474 20487 359560
ex12 19695 15825 121070
ex13 42618 17567 166277
ex14 12994 14507 156126
ex15 16723 13134 71151
ex18 12387 12669 133916
ex19 13156 14186 130779
ex2 18235 20624 391695
ex20 14737 16208 195021
ex21 15517 16692 238456
ex22 19327 23177 390721
ex23 25920 16597 222052
ex24 20325 21849 325582
ex25 17601 18153 247405
ex26 15495 16766 181731
ex28 14518 16734 178516
ex29 11851 11590 56255
ex3 13420 14186 124345
ex32 13316 12777 143601
ex33 12492 13019 77026
ex35 12101 13071 223333
ex37 11520 12512 53873
ex40 19305 19737 364939
ex5 8346 8058 97962
ex9 14090 14136 144330
fs_183_1 23139 12315 75157
fs_183_3 12033 11391 88675
fs_183_4 15601 17070 150769
fs_183_6 13846 11205 72662
fs_541_1 12170 19038 116279
fs_541_2 14037 13690 116887
fs_541_3 12044 13109 107410
fs_541_4 13654 14095 111763
fs_680_1 12280 13345 82892
fs_680_2 11650 12000 88740
fs_680_3 18013 24410 116990
fs_760_1 10109 11975 66116
fs_760_2 11575 11689 74045
fs_760_3 15729 11602 88082
garon1 11985 14660 117459
garon2 11331 12903 99101
gemat1 11535 15366 105110
gemat11 15625 13657 83116
gemat12 11886 14546 121471
gent113 11006 10665 97886
goodwin 24511 25708 479539
gr_30_30 11223 13126 82595
graham1 21541 22727 406495
gre_1107 13570 13482 88653
gre_115 11401 12537 82561
gre_185 14330 11601 100801
gre_216a 10630 10605 77327
gre_216b 10536 10641 73605
gre_343 44980 13887 86470
gre_512 12674 13453 82295
hor_131 13031 14051 99049
ibm32 8479 12128 68671
illc1033 11299 11411 47660
illc1850 9379 13594 47308
impcol_a 11510 12920 73269
impcol_b 13181 10767 100860
impcol_c 8711 8793 55886
impcol_d 10297 10965 65421
impcol_e 13274 12909 118506
jagmesh1 11926 14062 66400
jagmesh2 15992 23010 866871
jagmesh3 37121 39193 87008
jagmesh4 6269 13920 136702
jagmesh5 6857 9471 99833
jagmesh6 6508 9319 84291
jagmesh7 6566 9511 89329
jagmesh8 6656 9267 83678
jagmesh9 5178 9110 62777
jgl009 3857 4989 78914
jgl011 3002 3825 88618
jpwh_991 4401 7636 52786
lns_131 7844 8398 69343
lns_3937 6146 12322 85353
lns_511 6533 10127 98145
lnsp3937 4970 8092 47450
lnsp_131 8580 9617 88533
lnsp_511 8078 11109 71855
lop163 7721 10168 112468
lpi_box1 4588 9680 37742
lshp1009 5601 9778 80136
lshp1270 9137 10124 157979
lshp1561 6309 9867 87533
lshp1882 6224 9960 93523
lshp2233 6081 10031 66774
lshp2614 6560 12447 65696
lshp3025 6095 10517 156766
lshp3466 5902 16360 65827
lshp_265 6904 10556 101599
lshp_406 9117 10567 94863
lshp_577 6394 11418 90665
lshp_778 9180 14536 121384
lund_a 9080 13364 159820
lund_b 8780 20480 159440
mahindas 5433 9518 56886
mcca 8778 17357 189891
mcfe 14021 40132 325411
meg1 3896 12831 23342
mhd1280b 7866 11025 123815
mhda416 14039 19543 618117
mhdb416 6753 9092 92396
mplate 7780 51522 134375
msc00726 11750 20668 186994
msc01440 5896 12113 4930041
msc04515 7291 46800 101414
msc10848 7074 9740 76261
nasa1824 8817 15817 169188
nasa2910 10285 14651 215627
nasa4704 8405 10006 118392
nnc1374 8217 11046 80038
nnc261 8778 13961 152225
nnc666 8486 15483 144771
nopoly 5266 9233 47813
nos1 5946 9893 84185
nos2 5510 9772 84247
nos3 7527 17198 124493
nos4 6205 10266 91706
nos6 5291 9628 116717
nos7 5326 9773 61766
odepa400 5201 8930 62135
odepb400 4248 8281 42783
olm100 6298 10030 76230
olm1000 6124 11514 78866
olm2000 6152 10722 223537
olm500 6085 10287 84098
olm5000 6538 10798 107175
onetone1 6193 9453 44514
onetone2 7275 9159 51353
orani678 4615 9093 43205
orsirr_1 6252 10755 114970
orsirr_2 10102 10656 96375
orsreg_1 7476 11152 111330
pcrystk02 8223 11194 113820
pcrystk03 6399 11281 95698
pct20stif 8502 15320 202930
pde225 7324 11017 106935
pde2961 8997 10534 669284
pde900 6245 10510 76196
pesa 5035 8804 42983
plat1919 5609 9855 117839
plat362 6477 10066 60212
poli 5095 8456 46403
poli_large 7463 9800 94249
pores_1 5372 7357 101600
pores_2 10607 11689 142818
pores_3 6271 9420 62134
pre2 11981 9266 52422
psmigr_1 21810 25423 534386
psmigr_2 19072 24537 510554
psmigr_3 18970 24213 606775
pwtk 8715 41943 174824
qc2534 21951 25636 558079
qc324 31488 41832 563213
qh882 4995 7916 63408
rbsa480 10282 14877 230845
rbsb480 10769 14664 222193
rdb2048 5768 9954 76775
rdb5000 6718 10152 92301
rdb968 6844 10064 93681
rgg010 4145 6495 105278
rim 17703 33709 472544
rlfprim 3818 12165 20965
rma10 9386 13543 184648
rw136 5792 9968 83761
rw496 5407 9450 57376
rw5151 4758 8854 48619
saylr1 7024 10868 112082
saylr3 6187 11701 64930
saylr4 5837 9365 68032
sherman1 5581 10221 60430
sherman2 12175 15655 286785
sherman3 4471 12645 93026
sherman4 5671 9002 42312
sherman5 3850 8358 47980
sstmodel 5233 9163 65575
steam1 13013 9556 63553
steam2 5526 10376 93421
steam3 6745 10075 81574
thermal 8380 12136 147014
tub100 6130 11358 99015
tub1000 6142 10239 96745
twotone 5793 9747 46031
vibrobox 8700 10867 97178
watt_1 4212 8469 48202
well1033 4893 9055 46145
well1850 4883 26455 110715
will57 8510 10572 95601
wm1 15851 21245 401345
wm2 16195 22030 850211
wm3 761555 697794 409677
young1c 10347 14546 79354
young2c 5644 5577 115867
young3c 4939 5687 104886
young4c 5164 5580 76185
zenios 4115 4317 84265
