Matrix ModCSR Jagged Ellpack
lns_131 15027 7266 79419
lns_3937 6450 8925 88368
lns_511 6413 8981 124938
lnsp3937 4783 8556 65148
lnsp_131 7557 10836 130578
lnsp_511 10122 8136 49557
lop163 14765 14928 153703
lpi_box1 6034 7373 41826
lshp1009 6761 9514 86653
lshp1270 6485 10333 86415
lshp1561 6047 10244 85154
lshp1882 6340 12572 85583
lshp2233 8128 11167 91945
lshp2614 7033 9775 72679
lshp3025 6475 11302 66632
lshp3466 5734 9585 68388
lshp_265 7052 11060 90778
lshp_406 6640 10056 80588
lshp_577 7578 9984 83307
lshp_778 6822 9700 85187
lund_a 10606 11784 148946
lund_b 10169 17944 159624
mahindas 4639 9813 48747
mcca 13542 11814 204960
mcfe 27186 16958 335917
meg1 5634 13492 26398
mhd1280b 7937 10582 157009
mhda416 12494 20321 309471
mhdb416 8009 10147 97561
mplate 7773 11634 208972
msc00726 10281 14315 213875
msc01440 5738 9850 61420
msc04515 7280 11407 98612
msc10848 6646 9663 82932
nasa1824 8041 11171 112300
nasa2910 11172 14206 204066
nasa4704 7419 11328 97139
nnc1374 7534 10379 82725
nnc261 7704 10564 102385
nnc666 8193 10847 101607
nopoly 6021 11006 68306
nos1 6431 8631 55548
nos2 5861 9871 60164
nos3 7290 11754 140665
nos4 6194 8422 74498
nos6 7077 12206 81154
nos7 9389 32047 96034
odepa400 8174 12696 75480
odepb400 6440 11243 48130
olm100 8248 9008 74805
olm1000 6328 15433 5501756
olm2000 6744 13236 76947
olm500 8265 16150 104327
olm5000 10065 9891 107324
onetone1 6040 9639 45603
onetone2 7170 8653 46360
orani678 4891 8571 47975
orsirr_1 7026 10494 97860
orsirr_2 9599 11147 99399
orsreg_1 6389 9878 106318
pcrystk02 7304 10863 117578
pcrystk03 6885 10769 96653
pct20stif 8500 13953 171533
pde225 6994 9928 128372
pde2961 6872 12203 105775
pde900 6056 14743 77724
pesa 5005 8934 40916
plat1919 5778 13785 63763
plat362 6132 9880 87690
poli 5266 8981 54860
poli_large 5810 10468 105593
pores_1 6150 8780 122203
pores_2 7616 11016 112970
pores_3 7389 9618 76533
pre2 6458 8668 45391
psmigr_1 20980 24862 528995
psmigr_2 17139 24361 513673
psmigr_3 19038 24854 532250
pwtk 8714 13321 197493
qc2534 23577 25857 565753
qc324 19069 26732 591575
qh882 5369 25853 60419
rbsa480 11925 17291 272823
rbsb480 10830 15620 229853
rdb2048 6908 10866 126668
rdb5000 6395 16787 102116
rdb968 7522 10912 139217
rgg010 4433 6707 123841
rim 17824 22975 485860
rlfprim 4578 13196 18761
rma10 9093 13275 183788
rw136 6617 10234 83602
rw496 6195 9221 63787
rw5151 4692 8929 59694
saylr1 6917 10061 93036
saylr3 6030 9465 61726
saylr4 6235 13671 70928
sherman1 6267 10316 100274
sherman2 12666 15658 244689
sherman3 5040 9019 43188
sherman4 7691 9138 45390
sherman5 5015 13041 41032
sstmodel 6292 8340 58065
steam1 6280 10121 62106
steam2 5709 9629 80070
steam3 6815 13729 90770
thermal 8152 11399 150633
tub100 6770 10160 79236
tub1000 9479 9969 78306
twotone 9552 10242 48883
vibrobox 8690 10880 118103
watt_1 4786 8438 43841
well1033 5230 8338 88657
well1850 4690 11406 47990
will57 7873 8748 90740
wm1 16745 21278 412148
wm2 17229 21797 445189
wm3 890230 2937463 409339
young1c 10100 15701 78286
young2c 5912 5861 125250
young3c 5028 6046 80154
young4c 5387 7664 83459
zenios 5204 4972 46619
