Matrix ModCSR Jagged Ellpack
ex11 19154 19602 278301
ex12 12577 15555 104728
ex13 22235 16672 132646
ex14 16336 13830 99307
ex15 12135 12489 54985
ex18 15721 12954 64147
ex19 12984 15137 97837
ex2 17682 25384 719799
ex20 15648 47735 193723
ex21 18598 19229 721022
ex22 21118 287790 371765
ex23 15873 17634 207815
ex24 23169 27000 371090
ex25 17408 18360 233497
ex26 15687 17842 173919
ex28 16809 15816 198906
ex29 10060 11121 27707
ex3 13408 13511 211070
ex32 13842 12751 65275
ex33 11438 12789 45629
ex35 12078 12897 79774
ex37 11205 11575 28542
ex40 19023 23696 279399
ex5 10725 9215 78170
ex9 16534 14038 120766
fs_183_1 17360 43424 50981
fs_183_3 13767 81202 105730
fs_183_4 17633 14490 85291
fs_183_6 18728 12169 50160
fs_541_1 17127 14521 81100
fs_541_2 16401 13815 81324
fs_541_3 18254 13974 110349
fs_541_4 17366 14802 104092
fs_680_1 40065 17720 178923
fs_680_2 15653 45914 84900
fs_680_3 14569 18285 63080
fs_760_1 10911 11784 63238
fs_760_2 11889 16284 45155
fs_760_3 14606 12694 46738
garon1 17132 37513 218652
garon2 15893 12945 142805
gemat1 37582 13619 67370
gemat11 11954 44376 965370
gemat12 11588 12794 85955
gent113 10873 10984 52733
goodwin 52420 25735 1009343
gr_30_30 10472 11536 62060
graham1 21407 22243 383525
gre_1107 12990 12492 63825
gre_115 9791 9177 61170
gre_185 10067 11227 78660
gre_216a 10815 10131 71349
gre_216b 9840 11162 60074
gre_343 11068 16389 61341
gre_512 13914 11831 61806
hor_131 12426 12874 80037
ibm32 8378 7126 51499
illc1033 10140 11497 30290
illc1850 10271 16380 29634
impcol_a 8939 8907 42948
impcol_b 9000 8743 78082
impcol_c 8368 8756 43004
impcol_d 9024 10636 45813
impcol_e 12695 13320 102577
jagmesh1 10392 12247 45240
jagmesh2 23945 28286 966819
jagmesh3 35938 36881 64833
jagmesh4 6297 6452 59939
jagmesh5 6241 6732 120879
jagmesh6 6394 6722 62780
jagmesh7 7170 6991 61328
jagmesh8 9723 10760 79707
jagmesh9 7407 8974 57620
jgl009 3983 5676 90031
jgl011 3547 3566 79817
jpwh_991 6392 7026 24740
lns_131 7077 6913 43945
lns_3937 6216 6928 60462
lns_511 6485 7122 60626
lnsp3937 5221 5858 26668
lnsp_131 7639 7067 63559
lnsp_511 33955 22233 80541
lop163 8721 8561 106685
lpi_box1 5028 4943 34995
lshp1009 7016 6375 60879
lshp1270 6438 6616 105553
lshp1561 6361 6759 61416
lshp1882 6969 6775 60225
lshp2233 6309 9008 51755
lshp2614 5771 6930 44082
lshp3025 6672 6125 45960
lshp3466 5698 6737 50793
lshp_265 6837 6526 61567
lshp_406 6383 6510 60550
lshp_577 6546 7055 60810
lshp_778 9185 6877 43850
lund_a 9396 9000 131831
lund_b 8744 9133 132933
mahindas 4569 5538 25285
mcca 9472 9430 117638
mcfe 12940 14477 274718
meg1 4294 9235 4041
mhd1280b 9438 8900 81499
mhda416 12549 13999 264844
mhdb416 7126 6050 44374
mplate 7514 8419 116036
msc00726 15047 11682 181827
msc01440 5906 6500 46312
msc04515 9821 23088 233789
msc10848 14982 25000 60419
nasa1824 8147 7976 89200
nasa2910 10235 12777 184933
nasa4704 7418 9364 81857
nnc1374 8630 7616 69105
nnc261 7686 7323 80589
nnc666 7273 7410 82880
nopoly 5486 5741 28106
nos1 5095 5964 41224
nos2 8310 6220 42897
nos3 12885 8045 97280
nos4 6209 6187 61952
nos6 5556 6187 42458
nos7 5605 6398 43032
odepa400 5244 6181 42140
odepb400 4125 5310 23020
olm100 6265 7030 58767
olm1000 7031 7208 69269
olm2000 6221 6764 67389
olm500 6249 7044 67202
olm5000 6845 6792 77098
onetone1 6095 6422 27390
onetone2 5917 6509 27178
orani678 5016 5053 27274
orsirr_1 7065 7583 99666
orsirr_2 10593 7485 78892
orsreg_1 7429 7119 79114
pcrystk02 8473 7505 96385
pcrystk03 11921 7611 103573
pct20stif 9513 9875 148633
pde225 9195 12306 113266
pde2961 8411 10500 60490
pde900 6701 20180 70213
pesa 4389 5506 27755
plat1919 6200 6081 47653
plat362 5814 6839 51153
poli 4903 5899 27784
poli_large 5416 6148 42873
pores_1 6271 5985 109983
pores_2 7673 7660 99399
pores_3 5497 6481 44218
pre2 6998 6107 27801
psmigr_1 19009 21470 623035
psmigr_2 16837 21665 496371
psmigr_3 18924 21999 510163
pwtk 8576 9853 153214
qc2534 20889 22731 553273
qc324 19573 22414 550007
qh882 4965 5801 42193
rbsa480 11165 11674 204494
rbsb480 16833 11724 258186
rdb2048 6424 6485 60839
rdb5000 18603 6758 59744
rdb968 9314 7507 102141
rgg010 4522 6020 91912
rim 19783 19883 803569
rlfprim 3798 9175 3749
rma10 9510 10457 165845
rw136 5324 6220 59241
rw496 5189 6257 42969
rw5151 5755 6199 25401
saylr1 6459 7282 77917
saylr3 5310 6656 43212
saylr4 5654 6308 49537
sherman1 6083 6828 47512
sherman2 13146 12685 220855
sherman3 4615 5823 29422
sherman4 8492 6347 46145
sherman5 4282 4984 24264
sstmodel 4842 5619 24619
steam1 8439 8855 112039
steam2 5486 6310 47358
steam3 6489 6291 62441
thermal 7994 8990 157821
tub100 6161 6078 65227
tub1000 5990 7211 61797
twotone 6351 6109 33135
vibrobox 8157 8085 81519
watt_1 4121 4995 24875
well1033 5503 5770 35140
well1850 5285 5765 27336
will57 9126 8026 82679
wm1 15681 17756 371784
wm2 16609 20012 403712
wm3 808495 790524 388181
young1c 10925 62248 63004
young2c 5230 5855 63097
young3c 5280 6747 69389
young4c 4946 58254 61042
zenios 5164 4933 28782
