Matrix ModCSR Jagged Ellpack
fs_680_2 11362 12341 61478
fs_680_3 11856 12538 61980
fs_760_1 10797 12536 45959
fs_760_2 11664 14112 45805
fs_760_3 11483 13401 132370
garon1 12486 14120 96776
garon2 11739 13206 80811
gemat1 11860 13278 66103
gemat11 12951 18925 65313
gemat12 11880 13922 66555
gent113 12045 10154 45562
goodwin 23730 25666 463458
gr_30_30 10638 13483 62394
graham1 21572 31736 382613
gre_1107 12447 12112 63528
gre_115 11408 9709 70186
gre_185 11480 11962 79024
gre_216a 11248 11032 59762
gre_216b 11843 12084 60467
gre_343 13718 12391 63695
gre_512 12375 12095 62097
hor_131 12957 13367 79957
ibm32 8728 9726 53972
illc1033 10254 11944 29156
illc1850 16041 12234 28790
impcol_a 12045 12400 47361
impcol_b 12672 11455 83095
impcol_c 12444 11632 46900
impcol_d 11073 12635 48565
impcol_e 18156 13960 145209
jagmesh1 12465 17686 45721
jagmesh2 18583 21835 967876
jagmesh3 38481 41378 66133
jagmesh4 8735 9319 59920
jagmesh5 6443 9243 60809
jagmesh6 6135 8879 61017
jagmesh7 7347 9104 60842
jagmesh8 7389 11616 61392
jagmesh9 5809 9181 43310
jgl009 3970 4782 66961
jgl011 4055 5820 80895
jpwh_991 5193 8215 25119
lns_131 8339 8280 43616
lns_3937 8114 9204 60988
lns_511 6941 9075 60049
lnsp3937 6748 12531 25142
lnsp_131 8805 10086 73030
lnsp_511 6862 8293 26971
lop163 7337 10503 94190
lpi_box1 4825 7864 27795
lshp1009 6261 9825 60441
lshp1270 6018 9953 60203
lshp1561 6229 14955 78564
lshp1882 6750 10335 59829
lshp2233 6206 10176 46763
lshp2614 9242 10158 43243
lshp3025 6149 10857 44592
lshp3466 5877 10502 43433
lshp_265 7179 9354 60185
lshp_406 8216 10311 62334
lshp_577 6581 9922 63595
lshp_778 6796 10069 44484
lund_a 8991 11815 134035
lund_b 10115 13046 130499
mahindas 4916 8939 25429
mcca 9114 12513 114461
mcfe 15437 25796 290336
meg1 4437 14310 3496
mhd1280b 7530 11338 81190
mhda416 12794 17374 360514
mhdb416 6837 9730 44397
mplate 8129 12194 113669
msc00726 10175 14200 169069
msc01440 6027 9489 45002
msc04515 8372 10856 79340
msc10848 6824 10382 60776
nasa1824 8115 11274 81198
nasa2910 13514 15780 221450
nasa4704 7898 10573 81589
nnc1374 8938 10940 62610
nnc261 9398 10668 82204
nnc666 7634 10897 123215
nopoly 6462 11658 28450
nos1 5980 11322 49315
nos2 5825 9004 47164
nos3 7841 12250 96426
nos4 6557 8388 60040
nos6 6047 11240 43283
nos7 5998 10468 43245
odepa400 7745 13879 60807
odepb400 5638 10961 32371
olm100 8241 13962 70883
olm1000 6249 10342 61642
olm2000 9068 14909 64476
olm500 16258 10595 61400
olm5000 8702 10358 60783
onetone1 6592 9485 27289
onetone2 6378 9638 27650
orani678 6484 9850 23770
orsirr_1 6654 10505 78178
orsirr_2 6764 12463 79040
orsreg_1 6311 13227 79560
pcrystk02 7193 11545 95624
pcrystk03 6739 11169 79682
pct20stif 9951 13682 164453
pde225 7005 9055 78266
pde2961 6335 9613 60414
pde900 5949 9465 59939
pesa 4960 8394 24631
plat1919 6867 10095 43237
plat362 6416 9955 43015
poli 5659 9910 57326
poli_large 5675 8946 44007
pores_1 5574 8466 91923
pores_2 7446 11674 96959
pores_3 7918 9309 58849
pre2 6711 9041 27740
psmigr_1 21041 25089 509118
psmigr_2 17479 24586 496475
psmigr_3 20345 25170 509014
pwtk 8720 14150 148525
qc2534 22398 31701 544951
qc324 19406 27130 554574
qh882 5031 11362 53396
rbsa480 11016 15559 256241
rbsb480 11402 16511 245267
rdb2048 6724 10792 61707
rdb5000 6319 10157 60845
rdb968 17258 11030 79240
rgg010 4236 6785 108715
rim 18287 23500 458693
rlfprim 4608 13790 3562
rma10 9589 13525 172773
rw136 6428 9357 70088
rw496 5258 9557 42749
rw5151 5226 8932 25536
saylr1 6527 10500 95856
saylr3 5908 9148 43013
saylr4 6135 10049 46426
sherman1 6269 10236 42287
sherman2 12456 15444 220912
sherman3 4962 9719 25766
sherman4 6005 9132 26679
sherman5 4494 10458 28949
sstmodel 4842 9098 27206
steam1 6095 10645 61286
steam2 5603 9917 42913
steam3 7129 9957 70785
thermal 8225 12680 134254
tub100 6499 9826 70025
tub1000 6464 10230 60297
twotone 6109 10279 77187
vibrobox 8555 11359 97213
watt_1 4664 9713 24754
well1033 5324 8662 27150
well1850 5128 8553 34549
will57 8001 10065 78695
wm1 15889 20603 370550
wm2 19162 21739 444677
wm3 716638 778001 404763
young1c 10066 17740 133470
young2c 5057 5889 61423
young3c 5026 5715 62290
young4c 5233 5991 61907
zenios 4325 4786 28457
