Matrix ModCSR Jagged Ellpack
bcsstm23 5089 6926 28606
bcsstm24 5765 6455 26150
bcsstm25 5907 7622 25852
bcsstm26 5899 11798 28362
bcsstm27 12335 22641 238774
bcsstm34 12467 14922 188883
bcsstm39 7435 13670 56024
beaflw 57048 11918 85398
beause 12631 11567 82572
bfwa398 12098 11938 97083
bfwa62 12349 13746 141163
bfwa782 12016 12229 100888
bfwb398 9532 10168 62371
bfwb62 9705 9087 65409
bfwb782 11656 12743 68853
big 10892 10583 29037
blckhole 10364 24838 91581
bwm200 7963 10545 45968
bwm2000 13703 11321 46166
can_1054 12200 11621 83065
can_1072 10850 11524 71617
can_144 9972 11845 69801
can_161 12458 11453 83990
can_187 8293 10780 81225
can_229 10041 10411 70833
can_24 7022 19512 81929
can_256 13457 18860 86708
can_268 11704 14138 96740
can_292 10364 10468 62470
can_445 9895 31174 80265
can_61 11005 11701 120466
can_62 8403 7488 44342
can_634 10717 10984 79986
can_715 10455 11298 67214
can_73 8157 8421 45485
can_838 10600 14412 64934
can_96 7787 8518 77390
cavity01 102784 18004 287683
cavity03 16470 18563 282007
cavity05 16895 18150 280344
cavity07 16354 17825 281687
cavity09 17300 17385 278251
cavity10 16482 19537 384039
cavity12 16657 17428 282902
cavity14 16657 18028 313549
cavity16 17345 17415 279994
cavity18 16308 20252 280409
cavity20 19844 20186 280113
cavity22 15682 18655 281175
cavity24 16672 21138 286453
cavity26 18647 18725 280704
cdde1 9182 11718 62495
cdde2 9226 12616 62260
cdde3 11341 13589 64876
cdde4 9468 11364 65682
cdde5 12026 14404 66602
cdde6 9710 11655 62765
circuit_1 8728 14390 33408
circuit_2 8988 16361 28322
circuit_3 10335 10651 63774
circuit_4 9608 9666 27510
ck104 10871 13400 113868
ck400 10498 12119 97025
ck656 10542 11580 95930
coater1 12272 11328 128416
coater2 12427 15417 138443
conf5_0-4x4-10 12811 17442 467689
crystk01 11623 13108 160264
crystk02 10416 12955 96523
crystk03 9250 11133 79972
crystm01 10394 11866 46183
crystm02 8600 10051 43811
crystm03 8439 10189 26750
ct20stif 12345 15145 151294
curtis54 9881 8608 93377
d_ss 7167 7010 41532
dw1024 9293 12090 62333
dw256A 11114 11602 86140
dw256B 11130 11115 79063
dw4096 9842 12100 44915
dwt_1005 14983 46981 79189
dwt_1007 9429 10902 69455
dwt_1242 9959 10734 77472
dwt_162 11738 15533 100718
dwt_193 13866 14010 121405
dwt_198 9067 9071 61427
dwt_209 8710 10169 62740
dwt_221 9420 11165 67594
dwt_234 8267 10120 44136
dwt_245 11187 10928 64128
dwt_2680 10305 11165 65238
dwt_307 10599 10678 64135
dwt_310 8887 24022 83817
dwt_346 11190 12150 81280
dwt_361 9771 12998 119874
dwt_419 11573 10683 111602
dwt_492 9919 10968 74840
dwt_503 11515 12453 88177
dwt_512 12620 13562 83207
dwt_59 10189 9714 45310
dwt_592 10036 13101 63570
dwt_607 12375 10654 64150
dwt_66 7926 8197 43912
dwt_72 6741 7643 41795
dwt_758 9205 11970 47731
dwt_869 9790 11869 80905
dwt_87 24318 9750 70805
dwt_878 11015 13549 75158
dwt_918 13199 14409 66713
dwt_992 12426 13673 92545
epb0 11114 12230 26700
epb1 11409 14687 66830
epb2 12092 12785 63300
epb3 11296 13027 63161
eris1176 23587 23866 489415
ex1 18405 21606 266449
ex10 13488 13634 81759
ex10hs 12729 13248 81010
ex11 21071 20761 275334
ex12 12858 15488 100521
ex13 15568 15711 230372
ex14 14104 14758 108815
ex15 11600 12256 50732
ex18 12894 14382 63555
ex19 12648 14141 117594
ex2 17578 19572 275925
ex20 16190 15932 183186
ex21 18007 26068 205171
ex22 19912 22384 352581
ex23 17726 16055 195808
ex24 24422 20985 296354
ex25 17091 26777 224318
ex26 16335 16626 188780
ex28 24241 15748 155626
ex29 11577 11657 27791
ex3 12839 14355 99371
ex32 12332 45918 66620
ex33 10880 13538 45630
ex35 12905 13852 79820
ex37 16305 12021 28784
ex40 20151 19925 277099
ex5 8977 8395 92785
ex9 13485 20484 115436
fs_183_1 10966 11586 51697
fs_183_3 11288 12187 67580
fs_183_4 12045 10745 66900
fs_183_6 10878 10341 50744
fs_541_1 11427 14772 95305
fs_541_2 12523 13082 80658
fs_541_3 11514 12994 81804
fs_541_4 11612 13322 80087
fs_680_1 11979 14583 62279
fs_680_2 12713 12486 66081
fs_680_3 11805 13134 87584
fs_760_1 12081 12120 56542
fs_760_2 22014 12210 45222
fs_760_3 10006 12158 48138
garon1 13165 15986 96950
garon2 11924 12952 80241
gemat1 11595 14321 65548
gemat11 13340 12871 66920
gemat12 13791 15257 66618
gent113 9279 9892 44484
goodwin 23559 25551 454623
gr_30_30 11101 12677 62906
graham1 21792 37390 383092
gre_1107 12195 12051 63193
gre_115 9161 10083 60548
gre_185 12526 11585 79951
gre_216a 10701 10694 61882
gre_216b 10096 11853 60788
gre_343 12256 12445 62008
gre_512 12197 12190 63633
hor_131 13299 13073 80545
ibm32 7550 7350 51371
illc1033 10300 12933 32714
illc1850 9278 11957 28302
impcol_a 11060 11211 45954
impcol_b 12015 11534 89019
impcol_c 9787 9896 44854
impcol_d 10865 12398 50910
impcol_e 12312 18262 166070
jagmesh1 12289 12719 56643
jagmesh2 21797 32180 1318252
jagmesh3 38475 47873 63522
jagmesh4 7397 9477 62046
jagmesh5 6404 8465 61677
jagmesh6 6414 8937 61844
jagmesh7 6977 8455 72340
jagmesh8 6749 13856 64069
jagmesh9 7908 10769 66045
jgl009 5404 7804 87637
jgl011 5478 8206 112730
jpwh_991 6535 10800 33838
lns_131 9470 11845 60856
lns_3937 6453 10449 64810
lns_511 38235 9090 85734
lnsp3937 5256 11452 27403
lnsp_131 7474 8233 62985
lnsp_511 8925 8663 37221
lop163 7732 10469 95741
lpi_box1 4938 7725 24653
lshp1009 6934 9406 74101
lshp1270 6113 9565 61874
lshp1561 6579 10846 63902
lshp1882 6710 9692 61676
lshp2233 6558 34649 43953
lshp2614 6197 9739 43241
lshp3025 6209 9828 49431
lshp3466 5956 10522 44274
lshp_265 6852 10775 63134
lshp_406 6795 10501 64959
lshp_577 7155 10280 71633
lshp_778 8606 13871 54742
lund_a 9412 12239 133729
lund_b 8775 12090 133622
mahindas 4819 11332 26272
mcca 9520 11941 115859
mcfe 13710 17278 272877
meg1 3761 12922 4073
mhd1280b 7690 10704 82195
mhda416 12580 16659 264248
mhdb416 7277 9678 44698
mplate 7846 11915 129173
msc00726 11010 13547 168444
msc01440 5974 10016 44031
msc04515 7668 10793 79269
msc10848 6134 11052 73165
nasa1824 8642 15210 81616
nasa2910 10242 15723 187887
nasa4704 7940 10641 326093
nnc1374 9873 10861 62793
nnc261 22978 10886 89392
nnc666 7882 10579 82191
nopoly 5114 8747 26930
nos1 5323 8789 42495
nos2 5738 9868 43247
nos3 7342 13160 115572
nos4 7015 9054 60786
nos6 5393 9520 44367
nos7 6134 9327 56623
odepa400 8132 9208 41850
odepb400 4075 7008 23208
olm100 5802 9354 59590
olm1000 6035 10259 71738
olm2000 6022 10778 73920
olm500 6172 10834 63895
olm5000 5811 9935 61768
onetone1 6188 9442 27487
onetone2 5950 9189 33232
orani678 4659 9906 25659
orsirr_1 6779 18290 77545
orsirr_2 6770 10938 79701
orsreg_1 6363 9808 77015
pcrystk02 6858 10973 97001
pcrystk03 6600 10978 78563
pct20stif 8813 13871 150864
pde225 7370 11610 93250
pde2961 6390 10812 67688
pde900 6014 9754 63264
pesa 4233 9095 25514
plat1919 6786 10720 44020
plat362 5562 10318 44519
poli 4794 8591 27419
poli_large 5827 12757 43454
pores_1 5504 7780 92240
pores_2 7172 11176 96396
pores_3 5483 14571 48578
pre2 6265 9570 27894
psmigr_1 19074 24934 512249
psmigr_2 17276 24304 492675
psmigr_3 19069 24720 625810
pwtk 8740 13055 148719
qc2534 20657 30241 549626
qc324 19187 25822 545875
qh882 5466 8316 49167
rbsa480 10837 14858 206505
rbsb480 10634 20421 285410
rdb2048 6093 12101 61254
rdb5000 5964 9880 61459
rdb968 6935 10701 77550
rgg010 4883 7218 100781
rim 17956 22704 461543
rlfprim 4010 37350 3253
rma10 9486 13771 161627
rw136 5682 9703 60231
rw496 5278 9517 42815
rw5151 4986 8712 29339
saylr1 6203 10450 78182
saylr3 5261 9552 42283
saylr4 5726 10049 44578
sherman1 5725 11299 189984
sherman2 12339 14540 229902
sherman3 4904 9274 26456
sherman4 5816 9314 27479
sherman5 4749 8550 28658
sstmodel 5170 8680 26039
steam1 5651 11461 49843
steam2 6057 9585 76548
steam3 7235 11073 63128
thermal 13111 13470 136641
tub100 6788 9984 61660
tub1000 5930 10115 62033
twotone 5965 8955 28182
vibrobox 7549 10637 80035
watt_1 4240 7811 23954
well1033 4862 8435 27153
well1850 4623 8865 28715
will57 7964 11613 79075
wm1 15269 19959 370876
wm2 16508 21905 406921
wm3 915467 676392 386338
young1c 10514 16480 64867
young2c 4938 6384 73186
young3c 5156 5810 62571
young4c 5621 6065 61075
zenios 4319 4925 28748
