Matrix CSR ModCSR Jagged Ellpack
bcsstm10 6400 6479 7702 25450
bcsstm11 4588 5539 5522 5866
bcsstm19 62107 3600 5436 4751
bcsstm20 4916 4371 5750 4892
bcsstm21 6160 5771 6591 6371
bcsstm22 3279 3751 4333 5030
bcsstm23 4823 4459 5163 8046
bcsstm24 4639 21982 5599 7361
bcsstm25 6905 3735 5858 7795
bcsstm26 4189 4234 5523 7696
bcsstm27 10084 7834 14396 40630
bcsstm34 9060 10253 10219 42273
bcsstm39 5862 5366 5825 5335
beaflw 9113 13888 7509 28421
beause 8892 6140 6699 17938
bfwa398 8653 5929 7854 16452
bfwa62 10298 6532 7657 26583
bfwa782 7620 6053 7592 14112
bfwb398 7014 6280 6388 9691
bfwb62 4612 5248 5237 16105
bfwb782 7195 4903 6472 29643
big 7770 10714 6438 13924
blckhole 21915 4960 7042 9793
bwm200 6804 4561 6706 8103
bwm2000 6584 4406 6988 9094
can_1054 7280 5650 6787 23025
can_1072 7634 5699 6544 21614
can_144 7494 5028 6096 22475
can_161 6444 5423 6641 11876
can_187 28057 22142 5980 12205
can_229 5610 23979 6025 11418
can_24 3891 3598 4183 10759
can_256 7606 5079 6381 23559
can_268 8017 5731 6655 22454
can_292 6868 5088 6743 19878
can_445 9318 63713 8513 19329
can_61 8506 6113 9369 48729
can_62 5735 5554 6902 16616
can_634 6488 21913 7027 17833
can_715 9670 8274 8916 17409
can_73 8062 4387 7128 15444
can_838 6843 4674 8257 18063
can_96 5938 4944 6030 11775
cavity01 10157 8468 10117 83931
cavity03 9965 9532 9980 52139
cavity05 10009 8455 10145 52757
cavity07 9744 10018 13849 52716
cavity09 9730 8201 10065 53111
cavity10 9935 8059 10170 58501
cavity12 9475 7965 10717 77375
cavity14 9492 8065 11159 52967
cavity16 10343 8230 11582 52900
cavity18 14960 7879 10756 52701
cavity20 9767 7424 10256 53158
cavity22 9404 8682 14193 52322
cavity24 9782 12580 10099 52794
cavity26 9672 8620 10756 58928
cdde1 7045 4570 6813 9674
cdde2 6467 4667 7214 13246
cdde3 6483 4255 6578 9280
cdde4 8254 5707 6169 9386
cdde5 8100 5268 7492 11390
cdde6 6470 9730 6383 9437
circuit_1 7221 4495 5986 10773
circuit_2 7103 3367 4827 5545
circuit_3 7041 15278 6891 10723
circuit_4 6067 3811 5243 10775
ck104 6260 4980 6645 16619
ck400 6408 5119 6246 11840
ck656 6594 4890 6440 11610
coater1 7484 5414 6608 19752
coater2 8820 6154 11865 25342
conf5_0-4x4-10 8732 6528 9588 29081
crystk01 7463 5855 8608 24629
crystk02 6616 4652 6900 15822
crystk03 9843 4986 6643 12188
crystm01 6196 4230 5860 13505
crystm02 6108 4042 5034 7912
crystm03 5605 4552 5144 6619
ct20stif 7688 6183 7748 20169
curtis54 5162 4681 4998 22883
d_ss 4595 4449 4802 11064
dw1024 5799 4231 6086 9045
dw256A 6392 4655 5990 10566
dw256B 6504 4462 6486 10093
dw4096 5937 4337 6051 8574
dwt_1005 7082 4574 6307 10033
dwt_1007 6817 4497 7807 10351
dwt_1242 6300 4566 5997 11411
dwt_162 4851 4277 5897 9664
dwt_193 7325 5447 9665 21924
dwt_198 4607 3991 5359 9738
dwt_209 5674 4599 5948 14854
dwt_221 10411 4730 5687 13007
dwt_234 5286 3683 4688 9220
dwt_245 9903 4958 6293 13409
dwt_2680 6841 6208 6005 16008
dwt_307 6770 4800 6275 12696
dwt_310 5750 4627 5975 10287
dwt_346 6441 5292 6424 15380
dwt_361 5722 4423 5881 10159
dwt_419 6318 5140 5622 15034
dwt_492 6258 4518 5731 13054
dwt_503 9522 4872 6012 9760
dwt_512 7173 5210 25174 15955
dwt_59 4808 4079 5179 9148
dwt_592 5664 4128 6670 10413
dwt_607 6596 4864 6282 10660
dwt_66 4487 4327 6520 8470
dwt_72 4063 3524 4447 6827
dwt_758 6915 4385 5753 10910
dwt_869 7133 5089 6476 10311
dwt_87 5711 4767 6022 13145
dwt_878 7134 4563 6328 11004
dwt_918 7180 4963 6348 14241
dwt_992 6595 4495 6298 10735
epb0 6234 3920 4994 5032
epb1 7180 4167 6127 14002
epb2 8346 5179 7056 10948
epb3 7020 4687 6349 11021
eris1176 11973 9935 12418 73080
ex1 10387 12692 9645 59327
ex10 8375 6575 6283 17380
ex10hs 9964 4954 8622 17423
ex11 10366 8130 9954 36352
ex12 8325 5757 11465 28830
ex13 8420 5877 7677 20295
ex14 7983 6240 6942 20367
ex15 7620 4400 8000 9483
ex18 6945 4936 6147 14393
ex19 8201 5540 6765 17826
ex2 10298 8260 10620 40713
ex20 8921 6588 9107 25691
ex21 9943 7005 9920 30981
ex22 13300 9257 11448 65894
ex23 10012 8271 8320 37365
ex24 10325 8339 10387 44787
ex25 9957 8547 9127 32659
ex26 8909 6415 7867 35147
ex28 8150 6595 8072 26169
ex29 6424 3737 5607 8096
ex3 7461 5179 6734 19350
ex32 7295 4616 6347 15488
ex33 9134 4241 5844 10516
ex35 7766 4961 6531 12214
ex37 6787 4480 5535 11231
ex40 10547 8531 10118 40645
ex5 3657 3838 4276 14877
ex9 7862 5131 7222 18628
fs_183_1 6512 4897 5604 29413
fs_183_3 7190 4657 5728 29018
fs_183_4 6402 4486 5681 29340
fs_183_6 6108 4375 5769 28858
fs_541_1 7180 4424 6462 11378
fs_541_2 7036 4515 6575 11985
fs_541_3 7407 4716 6657 11732
fs_541_4 6843 4640 6263 13160
fs_680_1 6184 4675 5816 9134
fs_680_2 9203 4602 8750 12611
fs_680_3 8980 4483 6315 13058
fs_760_1 6788 5516 5865 8312
fs_760_2 7020 4405 5345 7968
fs_760_3 7056 4279 5654 8190
garon1 9108 5583 6941 13410
garon2 7487 4740 6689 10709
gemat1 7911 5347 6319 23960
gemat11 7358 5672 6323 20235
gemat12 7950 5110 7547 23948
gent113 6990 5069 6145 14698
goodwin 13558 10907 13623 71722
gr_30_30 6607 4230 6164 11123
graham1 11665 9645 11821 52744
gre_1107 7563 5633 6422 11885
gre_115 4436 4210 5241 11954
gre_185 6517 4899 5857 11395
gre_216a 5345 4576 5487 8564
gre_216b 9149 4341 5864 8605
gre_343 6983 4869 5750 9825
gre_512 6876 4731 6326 9224
hor_131 7831 6157 6318 13004
ibm32 4100 3860 4085 9348
illc1033 6929 4638 5369 14675
illc1850 6389 3786 5130 12379
impcol_a 4881 5395 4752 12167
impcol_b 4655 4698 5400 18342
impcol_c 4307 4067 4863 13328
impcol_d 6368 4280 5479 17001
impcol_e 6956 5446 6868 27862
jagmesh1 7066 4330 6048 8858
jagmesh2 12532 10710 653048 1091240
jagmesh3 18123 10652 6894 15275
jagmesh4 5267 3817 7375 9228
jagmesh5 5202 3697 7317 7960
jagmesh6 5371 4125 7469 9698
jagmesh7 6125 4007 7204 10735
jagmesh8 8876 4542 11035 14419
jagmesh9 4845 4241 6725 7825
jgl009 2972 2869 4301 8149
jgl011 3260 2199 4376 9634
jpwh_991 5680 2743 8160 4057
lns_131 10286 5635 8711 16793
lns_3937 5585 3905 7180 9331
lns_511 5589 4055 7638 9114
lnsp3937 4798 3167 7238 6464
lnsp_131 5049 4355 6685 15773
lnsp_511 5784 3830 7764 11027
lop163 6190 5285 8722 13000
lpi_box1 4589 2964 7219 6390
lshp1009 5805 3921 7818 7951
lshp1270 6856 5424 8648 13344
lshp1561 7807 4343 7969 7954
lshp1882 6240 3925 8310 8138
lshp2233 6007 4654 8003 8242
lshp2614 5302 4138 8200 8516
lshp3025 5198 3588 7996 7970
lshp3466 6026 3843 7718 7951
lshp_265 5210 3966 7917 10603
lshp_406 5288 4023 7645 10306
lshp_577 5276 3832 7387 7646
lshp_778 41097 3973 7516 7729
lund_a 6543 5284 9277 19872
lund_b 6458 5484 8945 18367
mahindas 4474 3138 7296 5190
mcca 6324 5197 8949 21447
mcfe 7778 6835 11731 30298
meg1 3815 3364 6430 2259
mhd1280b 6472 5103 8100 21150
mhda416 9234 7531 11889 52011
mhdb416 5535 5865 7785 13500
mplate 8532 6813 9096 16169
msc00726 7358 6883 10096 29536
msc01440 5080 3622 7950 10967
msc04515 5530 4645 10089 14630
msc10848 5460 3877 7923 10403
nasa1824 5942 4720 8755 20315
nasa2910 7458 6215 10335 25516
nasa4704 5647 4668 8504 20252
nnc1374 5513 4386 8074 15730
nnc261 5833 4713 8088 21305
nnc666 5939 4731 8495 22801
nopoly 6308 3541 8234 7777
nos1 4077 3407 7790 6327
nos2 4888 3765 7668 6560
nos3 5975 5883 8960 18903
nos4 4323 3835 6837 10231
nos6 4688 3394 7224 7017
nos7 5334 3617 7690 6284
odepa400 4581 3412 7288 6523
odepb400 3323 2661 5705 3515
olm100 4421 3425 6763 7022
olm1000 5052 4970 7773 7966
olm2000 7439 3870 9858 13116
olm500 9752 4768 10764 11798
olm5000 5354 3983 8326 7896
onetone1 5255 3611 7171 12301
onetone2 5251 3580 7731 11560
orani678 4499 3066 8067 5895
orsirr_1 5393 5317 8231 9311
orsirr_2 5363 4095 8342 10419
orsreg_1 5748 4141 8159 9301
pcrystk02 5403 4620 8784 14594
pcrystk03 5522 12644 8845 10437
pct20stif 6445 5264 9690 18499
pde225 4881 4319 7683 8940
pde2961 5277 3817 7813 7604
pde900 5593 3841 8476 7729
pesa 4585 3214 7237 4602
plat1919 5526 3493 7390 6336
plat362 5284 3701 7914 6638
poli 4830 3131 9734 11716
poli_large 4599 3228 27154 6328
pores_1 4270 3951 7040 12682
pores_2 5977 6506 8704 12898
pores_3 5010 3763 7750 8036
pre2 5428 3638 7728 22462
psmigr_1 11647 10950 16135 83817
psmigr_2 11393 11950 15886 82540
psmigr_3 11820 10682 16210 100932
pwtk 6681 5360 9675 20578
qc2534 12253 11243 16606 83537
qc324 12391 11327 17177 84269
qh882 4862 3233 7273 5528
rbsa480 7901 6699 10655 30636
rbsb480 7755 6633 10628 31244
rdb2048 7070 3934 8309 8900
rdb5000 10393 4192 8254 7787
rdb968 5363 4509 8039 9379
rgg010 2969 2834 5186 9725
rim 12778 10171 15004 70585
rlfprim 4228 2821 6595 2365
rma10 7006 5765 10195 19855
rw136 4274 3960 6974 7484
rw496 4943 3910 7251 6656
rw5151 5479 3446 7515 9817
saylr1 7371 4469 11202 9739
saylr3 5139 4273 7915 7007
saylr4 5108 3697 9178 6428
sherman1 7866 7340 12187 6419
sherman2 7841 6814 11645 28007
sherman3 6022 2928 7260 6600
sherman4 4854 3584 7579 7877
sherman5 4384 2993 8136 3805
sstmodel 4732 2875 7048 4929
steam1 5122 5112 7906 9492
steam2 5135 3542 7724 10870
steam3 5923 6318 8751 13116
thermal 6140 5777 9519 14306
tub100 6835 3743 7376 7935
tub1000 5569 3869 8260 7738
twotone 4903 4193 7179 14514
vibrobox 6450 4572 8396 18210
watt_1 16261 3268 6674 4033
well1033 4735 3797 7349 11813
well1850 4526 3630 7149 10555
will57 5203 4580 8182 17109
wm1 9743 9118 13997 55356
wm2 10135 9452 15141 61049
wm3 701217 592507 606063 56628
young1c 9255 5204 28894 9380
young2c 4228 3818 5930 10561
young3c 4274 3649 5120 9052
young4c 4022 3731 5171 9022
zenios 3890 3579 4546 15654
