Matrix CSR ModCSR Jagged Ellpack
bcsstm05 2975 2708 3399 3715
bcsstm06 2976 2874 4230 4172
bcsstm07 7385 5977 7267 25095
bcsstm08 3883 17015 5065 31087
bcsstm09 4145 3778 5036 5191
bcsstm10 6680 20659 9111 21901
bcsstm11 4701 4390 5504 7906
bcsstm19 3597 3809 4965 4779
bcsstm20 4013 3693 4470 4305
bcsstm21 4961 3901 7371 5302
bcsstm22 3725 3695 4169 4444
bcsstm23 7464 3789 5784 6164
bcsstm24 4932 4952 5426 5680
bcsstm25 8504 4337 6195 6302
bcsstm26 7286 5071 8529 6484
bcsstm27 10592 8087 15557 36236
bcsstm34 8865 7396 9058 39343
bcsstm39 6525 3957 7762 8348
beaflw 7775 6520 7294 28420
beause 7684 7137 6882 17718
bfwa398 29155 10049 7634 16307
bfwa62 11136 6495 8841 27536
bfwa782 8168 6682 7126 15179
bfwb398 6639 5107 6505 9809
bfwb62 5497 5589 5790 17462
bfwb782 7650 5738 7890 11739
big 6702 4952 6188 13806
blckhole 7464 5373 17183 16306
bwm200 5464 4690 6576 8198
bwm2000 9622 6704 6701 8816
can_1054 8058 5892 6934 26842
can_1072 8303 5756 7151 23880
can_144 8981 6351 7134 24567
can_161 5687 5852 6948 12627
can_187 36950 5146 6473 13288
can_229 5187 32247 5877 13748
can_24 8376 3671 11685 17826
can_256 12274 6673 9975 24761
can_268 7200 6190 6784 26379
can_292 5979 4723 5915 13886
can_445 6682 4614 15326 11717
can_61 5985 6129 7116 34296
can_62 4540 3971 4908 11095
can_634 6242 4778 5865 11980
can_715 6655 4406 6207 12443
can_73 4570 4319 4918 11368
can_838 8848 4360 6565 10833
can_96 4478 4196 5502 10771
cavity01 9105 41721 9975 53779
cavity03 9756 7614 10130 53298
cavity05 9276 8357 10837 53101
cavity07 9370 8141 10037 52510
cavity09 9651 8253 10105 53000
cavity10 9519 7846 10804 64905
cavity12 9092 7963 10001 53050
cavity14 9280 7918 10477 58746
cavity16 9406 8560 10104 52855
cavity18 10346 7657 11729 52754
cavity20 9684 8908 11623 52939
cavity22 15615 7592 10845 53318
cavity24 9588 7890 11785 53857
cavity26 9538 8752 10981 52663
cdde1 13456 4286 6179 9039
cdde2 6769 4385 6597 8962
cdde3 6408 4896 6410 8940
cdde4 6365 4572 6044 9645
cdde5 8023 5866 8016 11406
cdde6 6265 4570 6169 8584
circuit_1 5589 3934 8240 7791
circuit_2 5436 4191 6829 5346
circuit_3 6673 4657 5855 10686
circuit_4 6809 3780 5313 10243
ck104 6272 4968 7912 16681
ck400 6427 4736 6846 11582
ck656 5988 5107 6581 11545
coater1 7020 5919 6407 30201
coater2 7638 6244 8445 25384
conf5_0-4x4-10 8164 6800 9770 56923
crystk01 7005 5760 7425 28975
crystk02 6576 4531 7689 15512
crystk03 6165 4854 6539 11477
crystm01 5911 4909 6375 10583
crystm02 5834 4050 5220 7873
crystm03 5399 4236 4875 6072
ct20stif 7626 5999 8513 19934
curtis54 4815 4944 5237 22700
d_ss 3643 4005 4216 9899
dw1024 6212 4553 6515 9090
dw256A 6008 5484 6425 14813
dw256B 7555 4816 6174 10450
dw4096 11724 4449 6709 7591
dwt_1005 6451 4605 7808 10056
dwt_1007 6604 4654 6060 11265
dwt_1242 5949 4855 5944 14215
dwt_162 6509 5408 7677 14726
dwt_193 10465 6332 10203 22126
dwt_198 4704 4280 5295 9958
dwt_209 5206 4560 6013 13895
dwt_221 12082 4621 6306 13852
dwt_234 5016 4440 6100 10038
dwt_245 5800 5794 5950 14527
dwt_2680 7875 4947 6142 12835
dwt_307 6045 4706 6055 13143
dwt_310 6438 4632 12124 12787
dwt_346 6356 5344 6886 15825
dwt_361 6585 4352 6514 12466
dwt_419 6396 5968 6101 13995
dwt_492 7377 5033 5926 15660
dwt_503 6747 5121 7023 12101
dwt_512 6706 5146 7647 15342
dwt_59 5629 4860 5125 9255
dwt_592 7058 4926 6418 11154
dwt_607 6541 5547 5679 10677
dwt_66 4383 3970 5523 8205
dwt_72 4032 3193 4470 6605
dwt_758 5934 4553 6075 11499
dwt_869 6562 4611 6293 10092
dwt_87 5082 15555 5833 16076
dwt_878 7159 5217 6159 14643
dwt_918 9109 5215 6719 15330
dwt_992 8081 4714 6391 12247
epb0 6210 3843 5029 5376
epb1 7480 4976 7488 11751
epb2 6813 4714 6044 11243
epb3 7330 4653 6209 10757
eris1176 12364 10975 12868 88969
ex1 10451 8541 11410 48062
ex10 8565 5648 6473 18816
ex10hs 7631 5358 6448 17924
ex11 11950 8955 10306 36695
ex12 8083 5849 7985 24297
ex13 8250 6945 8053 20378
ex14 8421 6144 8102 20486
ex15 8290 4691 6603 10605
ex18 12848 5410 7294 12557
ex19 7781 5161 6710 20650
ex2 11184 8310 10048 41147
ex20 8762 7200 8268 30327
ex21 8986 8080 14230 30933
ex22 11253 18608 11665 64020
ex23 9229 7402 8817 30888
ex24 10464 10209 11540 41003
ex25 10355 7921 14365 32764
ex26 9139 7140 8209 35808
ex28 9108 7686 8598 26389
ex29 6596 4085 5209 8246
ex3 20998 5299 7403 19552
ex32 7423 5008 19509 16924
ex33 6948 4476 6359 10562
ex35 7505 5563 6466 12017
ex37 7720 6423 5454 11015
ex40 10587 9301 10309 40636
ex5 4240 4496 4924 17279
ex9 8635 5913 9949 19234
fs_183_1 6073 4632 5493 29881
fs_183_3 6589 4871 6319 28819
fs_183_4 5965 4516 5610 29136
fs_183_6 6920 4324 5147 29001
fs_541_1 7640 4957 8758 13745
fs_541_2 7092 5025 6264 12372
fs_541_3 6372 4626 6321 11590
fs_541_4 7212 4285 6342 12082
fs_680_1 7238 4668 6548 9511
fs_680_2 8009 4925 5846 10109
fs_680_3 6493 4623 6497 30114
fs_760_1 7063 4182 5550 10637
fs_760_2 6542 7828 6204 8243
fs_760_3 6366 4135 7478 8791
garon1 7517 5364 9809 13493
garon2 7079 4975 6766 10667
gemat1 7695 5433 6464 20257
gemat11 8498 6162 6812 20773
gemat12 7358 5886 7074 20574
gent113 5669 4386 5065 12445
goodwin 13055 10673 13623 72453
gr_30_30 6247 4135 6084 10911
graham1 11830 9844 17890 52782
gre_1107 7501 4956 6091 11872
gre_115 6695 3960 5664 12435
gre_185 5939 5275 6089 11588
gre_216a 5409 4799 5337 9031
gre_216b 6435 4686 5959 8402
gre_343 6353 5070 5927 9207
gre_512 7151 5231 21540 9362
hor_131 7430 5162 6358 12125
ibm32 5012 4254 4427 9955
illc1033 6415 4637 6447 14996
illc1850 6576 4721 15367 12278
impcol_a 7640 4889 5535 10951
impcol_b 6560 6156 6075 21585
impcol_c 5701 4728 5116 13608
impcol_d 6305 5409 6346 17176
impcol_e 7806 6086 9222 36467
jagmesh1 8307 4864 6045 14526
jagmesh2 11419 12371 19023 900316
jagmesh3 20405 13393 19566 15960
jagmesh4 7464 4705 6225 9308
jagmesh5 6523 4850 6290 8219
jagmesh6 5191 4250 6251 9479
jagmesh7 5800 4661 6018 12119
jagmesh8 7764 4319 8685 11413
jagmesh9 6605 5322 7213 12615
jgl009 4028 3725 4772 12470
jgl011 4667 3890 5312 14610
jpwh_991 5843 4673 6985 5518
lns_131 7189 5362 7295 16458
lns_3937 4927 4628 6214 9399
lns_511 5300 4400 5827 13335
lnsp3937 4374 4031 7127 7270
lnsp_131 4722 4577 5370 15967
lnsp_511 5296 4430 5605 14229
lop163 5703 4712 6184 12952
lpi_box1 3715 3243 4790 6358
lshp1009 5062 4177 5667 8215
lshp1270 4824 4080 5756 7966
lshp1561 5468 4311 6941 8795
lshp1882 5769 4313 5691 7918
lshp2233 5730 4245 14140 8330
lshp2614 4891 4384 5441 8211
lshp3025 9810 4249 5546 9809
lshp3466 5875 4045 6206 8054
lshp_265 6031 4673 5562 10670
lshp_406 5343 4321 5533 11055
lshp_577 5043 4791 5889 8905
lshp_778 8871 5257 7804 10382
lund_a 6243 6108 6688 18617
lund_b 6026 5341 6943 18614
mahindas 4753 3404 5190 5160
mcca 6087 5683 6920 21126
mcfe 8121 7516 9483 25935
meg1 3916 3111 4485 2938
mhd1280b 6020 4703 5880 21744
mhda416 8291 8057 9570 51631
mhdb416 11193 4252 5109 11634
mplate 6189 4933 6625 17887
msc00726 7975 6564 7909 29206
msc01440 5251 3722 5842 9406
msc04515 5641 4525 5923 14555
msc10848 5115 3877 6660 12145
nasa1824 6633 5362 9612 32268
nasa2910 7660 6405 10525 25821
nasa4704 6430 4893 5977 31107
nnc1374 7661 5884 6378 15896
nnc261 6222 22370 6470 23900
nnc666 5964 4921 5797 21210
nopoly 5804 3815 4772 7716
nos1 4403 3475 5329 6056
nos2 4715 3817 5360 6457
nos3 5922 4362 7343 18825
nos4 3958 4565 4991 10336
nos6 4963 3348 5035 6795
nos7 5047 3867 5677 7029
odepa400 4856 5347 5202 6355
odepb400 3342 2853 3663 3272
olm100 6169 3925 5031 7410
olm1000 4837 4462 5699 7630
olm2000 6064 4293 5810 9705
olm500 5326 4308 6519 8072
olm5000 5638 4130 5898 7877
onetone1 4976 3949 5430 11749
onetone2 4994 3864 5133 14910
orani678 4387 3394 5187 4267
orsirr_1 5433 4890 9497 9224
orsirr_2 5156 4721 6380 18988
orsreg_1 5888 4281 5917 9203
pcrystk02 5760 4410 6451 14647
pcrystk03 5602 4426 6323 10747
pct20stif 7044 5596 7944 18906
pde225 5782 4528 6445 10728
pde2961 5205 4300 6279 8722
pde900 5448 3898 5545 8227
pesa 4718 3125 4703 4004
plat1919 5110 4420 6133 6768
plat362 5131 3935 5815 6705
poli 6757 3529 4667 11774
poli_large 5573 3717 6487 7035
pores_1 3700 3631 4389 11938
pores_2 5664 4504 6506 13454
pores_3 4661 3949 7635 8038
pre2 4772 3766 5400 13052
psmigr_1 11275 10760 14147 84360
psmigr_2 18882 10944 13767 83187
psmigr_3 11385 10675 14164 102271
pwtk 6835 5177 7254 18616
qc2534 11647 12561 17374 83663
qc324 11868 11250 14760 83745
qh882 10459 3935 4587 5974
rbsa480 8445 6983 8625 31535
rbsb480 8670 6878 9070 38304
rdb2048 5158 4017 6560 8054
rdb5000 12438 3888 6553 7993
rdb968 5548 4685 6037 9276
rgg010 3432 3651 3872 11041
rim 11239 9970 13044 70753
rlfprim 4230 3088 6774 2272
rma10 6959 5767 7697 20801
rw136 4371 4106 5548 7569
rw496 5083 3993 5362 6519
rw5151 5011 4018 5028 5932
saylr1 5199 4275 5722 8850
saylr3 4771 3710 5410 6552
saylr4 5514 3632 5558 7473
sherman1 4843 4045 5701 7715
sherman2 12257 7164 8365 28994
sherman3 4711 3565 5651 6354
sherman4 7417 3888 5150 7880
sherman5 4508 3592 4846 4593
sstmodel 4448 3508 4624 5426
steam1 4936 3764 6635 8589
steam2 5140 4758 5568 11315
steam3 11240 4700 6486 12252
thermal 6408 20846 7765 15028
tub100 5196 5162 5279 7829
tub1000 4986 4071 5919 8094
twotone 4862 4145 5400 14455
vibrobox 5642 4727 6458 18624
watt_1 3995 3184 4526 3913
well1033 4256 3788 4646 11895
well1850 4301 3595 4602 11394
will57 5381 4594 5715 17107
wm1 9722 9009 11360 56100
wm2 10559 9873 12484 55583
wm3 628197 499438 978728 55658
young1c 12970 6063 8656 9881
young2c 4119 5683 36410 15845
young3c 3869 3910 4926 9649
young4c 3734 4122 5217 8882
zenios 3824 3673 4957 14841
