Matrix CSR ModCSR Jagged Ellpack
illc1033 6186 5430 5178 13160
illc1850 9697 4088 6036 32848
impcol_a 9323 5977 7774 15262
impcol_b 8302 6930 9524 27565
impcol_c 7724 5902 6808 19505
impcol_d 21776 8361 7798 32230
impcol_e 11124 7347 11628 55544
jagmesh1 11297 4574 8189 42359
jagmesh2 14183 1477859 1183855 2851760
jagmesh3 21503 17915 17188 15309
jagmesh4 24761 3739 5395 10254
jagmesh5 16053 3731 5123 7976
jagmesh6 5808 3486 6193 9449
jagmesh7 7746 3830 7417 10295
jagmesh8 7472 5174 7654 17360
jagmesh9 4793 4302 5034 7993
jgl009 3514 2613 3735 8100
jgl011 2925 2248 3211 9730
jpwh_991 4504 16711 4305 5305
lns_131 5003 3774 5583 13585
lns_3937 5735 3996 5556 10632
lns_511 8504 4037 7506 9070
lnsp3937 5204 4163 4449 7765
lnsp_131 5457 4045 5006 15505
lnsp_511 5244 4767 5000 23817
lop163 8745 4110 7440 15170
lpi_box1 5924 3461 5611 7166
lshp1009 5310 3653 5347 10217
lshp1270 5213 3939 5328 7742
lshp1561 5033 3808 5276 8043
lshp1882 5521 3561 5620 10055
lshp2233 5889 3545 5133 11756
lshp2614 5940 3687 5487 8055
lshp3025 4884 3693 5664 8460
lshp3466 6962 3510 6775 8456
lshp_265 5576 3676 5233 10268
lshp_406 5271 3771 5235 10202
lshp_577 4981 3470 5066 7457
lshp_778 4989 3155 5385 7636
lund_a 6520 4829 6607 18680
lund_b 6304 4854 7215 18376
mahindas 12962 2494 4098 8060
mcca 6600 5635 6158 21930
mcfe 8004 6398 9000 91835
meg1 4115 2628 4134 2287
mhd1280b 5855 4265 6068 20833
mhda416 8382 7815 9211 50877
mhdb416 5376 6959 5209 11948
mplate 6279 4790 6591 15983
msc00726 7422 14337 9016 40199
msc01440 7420 3176 4914 9697
msc04515 6343 4025 6004 14666
msc10848 5646 4005 5288 12430
nasa1824 5847 5251 5879 35632
nasa2910 7631 6353 8234 25916
nasa4704 5524 4630 5886 20026
nnc1374 5642 4347 5577 18952
nnc261 5649 4705 5457 21174
nnc666 5976 4841 5768 21966
nopoly 5020 3655 4527 7877
nos1 4512 3106 4702 6279
nos2 4780 2923 4925 6814
nos3 8343 4086 6353 16640
nos4 5219 3878 5066 9885
nos6 5572 3225 6313 7769
nos7 7066 3328 7473 6712
odepa400 6445 4408 7188 9735
odepb400 5940 3522 5658 5206
olm100 6555 4644 7521 10471
olm1000 7345 5016 7563 11984
olm2000 6562 4916 7109 8085
olm500 5193 3366 5564 7712
olm5000 7300 3576 6081 8265
onetone1 5333 3389 4616 11776
onetone2 5364 3371 4811 12955
orani678 4269 3580 4897 3946
orsirr_1 5132 3915 5630 9299
orsirr_2 5414 3523 5770 9178
orsreg_1 4994 3773 5431 9160
pcrystk02 5584 4206 6078 14925
pcrystk03 5442 3741 6082 10675
pct20stif 6274 5360 19490 19358
pde225 5008 3650 5449 9110
pde2961 5716 3399 5180 9143
pde900 5226 3511 5647 8854
pesa 4146 2787 6362 3835
plat1919 5825 3359 5255 6317
plat362 5264 3311 5100 6274
poli 4683 2735 5026 11831
poli_large 4656 2829 4712 7440
pores_1 4289 3687 4034 13571
pores_2 6005 4335 6149 13212
pores_3 4860 3637 5102 7613
pre2 4869 3564 4725 13524
psmigr_1 11398 11547 13515 83047
psmigr_2 11146 10318 13363 82543
psmigr_3 11944 11341 13468 83607
pwtk 6467 5121 7134 18554
qc2534 11873 26775 14774 151390
qc324 11924 10733 15424 83488
qh882 4795 2910 4581 6117
rbsa480 7800 6730 7913 30834
rbsb480 8338 9382 36012 35705
rdb2048 5815 4325 5316 9015
rdb5000 11153 16609 6377 8125
rdb968 5716 4031 5497 9284
rgg010 3625 2596 3349 9880
rim 10705 9800 12258 70525
rlfprim 4152 2895 3660 2500
rma10 6729 5195 7455 19871
rw136 5263 3810 4753 7561
rw496 4676 3702 5049 6677
rw5151 6809 3662 7557 5538
saylr1 5067 3871 5650 10935
saylr3 4927 16224 5068 6517
saylr4 5268 3055 4818 6535
sherman1 5189 3144 5298 6544
sherman2 8623 6624 9087 28119
sherman3 5029 2711 4529 6427
sherman4 4263 3066 4612 7796
sherman5 4646 2641 4050 4004
sstmodel 4185 3085 5739 5443
steam1 4907 3275 5301 6950
steam2 5570 3242 5127 9172
steam3 4841 3846 4827 11915
thermal 6839 4906 6570 16059
tub100 4777 3793 9844 7831
tub1000 4885 3812 5510 7755
twotone 4659 3340 4755 16299
vibrobox 5908 5863 6128 18501
watt_1 4401 2545 4734 4037
well1033 6237 3208 4967 11995
well1850 4583 4009 4745 12050
will57 5300 4007 5242 17388
wm1 9640 8525 11299 54825
wm2 11685 8904 20713 56289
wm3 673226 9468 11563 55760
young1c 9310 3649 5291 9103
young2c 4491 3089 6322 11605
young3c 3930 3994 5205 9073
young4c 3834 3616 5342 9286
zenios 4678 2980 6253 14505
