Matrix CSR ModCSR Jagged Ellpack
gemat11 23574 5608 10499 22808
gemat12 7450 5311 6492 22606
gent113 5279 4718 5353 12603
goodwin 13446 11747 13161 79990
gr_30_30 6687 4261 5888 10590
graham1 12651 11465 12634 52657
gre_1107 7240 4866 6337 12042
gre_115 4850 3899 5342 12071
gre_185 8484 5233 8741 11848
gre_216a 7193 4716 6793 9459
gre_216b 6825 5199 6373 9026
gre_343 6834 5130 6639 10067
gre_512 8113 5236 6075 9097
hor_131 7936 5533 7125 12012
ibm32 3670 3837 4390 9388
illc1033 6199 3993 5426 13834
illc1850 7026 6547 11090 12343
impcol_a 5250 4804 4615 9503
impcol_b 4303 4609 5330 18468
impcol_c 4277 3619 4742 13205
impcol_d 7138 5049 5503 17270
impcol_e 7334 5275 6638 28214
jagmesh1 7262 4587 6603 9263
jagmesh2 13376 11105 11793 1002073
jagmesh3 18267 11491 7026 16154
jagmesh4 50023 3744 7527 9160
jagmesh5 5783 3850 7604 11611
jagmesh6 5446 4363 7566 9665
jagmesh7 5487 4260 7734 10867
jagmesh8 7655 4626 9867 14672
jagmesh9 5005 5191 6706 10767
jgl009 2950 2755 4438 7976
jgl011 2970 2086 4045 9836
jpwh_991 4184 2901 6596 4114
lns_131 5138 3896 6324 11183
lns_3937 5518 5909 7602 11254
lns_511 5845 4880 7273 9277
lnsp3937 5253 3370 6693 7463
lnsp_131 4794 4213 6571 15461
lnsp_511 7652 4499 7784 13675
lop163 5906 4682 8339 13066
lpi_box1 4927 3478 7926 6502
lshp1009 5944 3804 8456 8294
lshp1270 5461 4361 11196 8260
lshp1561 5535 4005 11637 7624
lshp1882 5121 3898 8485 7799
lshp2233 5483 4053 8445 7701
lshp2614 6315 4338 13516 7668
lshp3025 5015 3653 7741 8550
lshp3466 5609 3780 7525 7824
lshp_265 4838 3976 7438 10190
lshp_406 5404 3875 7687 10466
lshp_577 5496 4060 7611 7471
lshp_778 8130 3665 7676 7939
lund_a 6421 5263 12306 19138
lund_b 6613 5276 9320 18411
mahindas 4457 3070 7175 5159
mcca 6509 5337 9065 21237
mcfe 8290 6840 12740 25845
meg1 4375 3387 8567 2325
mhd1280b 6398 5343 9337 23395
mhda416 8941 7706 18043 51133
mhdb416 8030 4149 7958 14315
mplate 5554 5214 12735 17810
msc00726 7580 5855 9764 28982
msc01440 5101 3547 7807 9120
msc04515 5985 4115 8162 14814
msc10848 5172 3828 7790 10251
nasa1824 6413 4754 8110 23575
nasa2910 7613 6324 10809 25365
nasa4704 5503 4392 8165 23789
nnc1374 26955 4480 8147 15852
nnc261 7232 4814 8875 21006
nnc666 5890 5167 8264 21280
nopoly 5292 3492 9854 8386
nos1 4610 3395 6752 6248
nos2 4939 3570 7441 6813
nos3 7839 4794 8637 15680
nos4 4702 4091 7727 9984
nos6 4890 3407 6829 6385
nos7 7756 3722 10247 6535
odepa400 6846 3905 10439 9110
odepb400 4266 4028 7726 5329
olm100 6529 5159 9945 11139
olm1000 6663 5459 10041 11617
olm2000 7135 7328 8135 12571
olm500 8395 3940 11033 11430
olm5000 4915 4080 7901 7901
onetone1 5033 3945 7450 11796
onetone2 4925 3842 7211 13836
orani678 4726 3291 7407 4403
orsirr_1 5543 4127 8018 9184
orsirr_2 5231 4070 9650 9138
orsreg_1 5633 4557 8462 9035
pcrystk02 5985 4408 8112 16977
pcrystk03 5255 3996 8378 10364
pct20stif 7301 5515 9504 18529
pde225 5503 4418 9223 10393
pde2961 5554 4069 7441 9192
pde900 4896 3861 8245 7908
pesa 4731 2995 6720 4031
plat1919 5215 4212 7594 6734
plat362 5163 3599 8321 7245
poli 4950 3271 7354 11856
poli_large 5490 3327 7674 27847
pores_1 4218 3639 6080 11854
pores_2 5847 4409 52725 14685
pores_3 5229 4047 7865 7659
pre2 5186 3641 7199 13053
psmigr_1 19098 12534 16305 84392
psmigr_2 11061 10382 15544 82160
psmigr_3 11450 10570 15663 84440
pwtk 9563 4965 9991 18998
qc2534 20090 12605 18135 83227
qc324 12099 10995 17033 83781
qh882 4450 3530 7048 6164
rbsa480 7976 6569 14762 44320
rbsb480 7890 6536 10647 35267
rdb2048 5047 4196 8451 8357
rdb5000 11150 4426 7645 12805
rdb968 5210 3815 8414 8961
rgg010 3680 3910 6261 11930
rim 13167 10021 14723 69963
rlfprim 4156 3166 6617 2475
rma10 6416 5398 9463 19585
rw136 4384 3743 6808 7157
rw496 4751 3838 7315 6640
rw5151 4581 3211 7490 4964
saylr1 5678 4327 8781 9219
saylr3 5316 3792 8135 6302
saylr4 5253 3871 7629 6710
sherman1 5113 3856 7646 6318
sherman2 8870 6589 12491 27920
sherman3 4866 14730 7357 6402
sherman4 4958 3628 7079 7365
sherman5 4189 4131 7562 3810
sstmodel 4643 3353 7240 5356
steam1 5154 3825 7260 6478
steam2 5258 3595 7340 6600
steam3 5099 3996 7801 11398
thermal 7020 5622 8978 14516
tub100 4777 5575 7750 8675
tub1000 5078 3940 7786 8063
twotone 4998 3785 8927 14418
vibrobox 5910 5467 8387 22005
watt_1 4198 2897 6606 3815
well1033 4665 3380 7185 11737
well1850 4400 3614 38408 10074
will57 5229 5340 8081 18314
wm1 9811 8964 27467 55025
wm2 10219 9437 14198 54738
wm3 666756 592639 1228255 56739
young1c 8819 5061 30053 9204
young2c 5224 3859 5228 9057
young3c 4369 3965 5518 9786
young4c 5131 4062 5641 9511
zenios 4053 3802 4630 15773
