Matrix CSR ModCSR Jagged Ellpack
bcsstm27 13784 7983 9478 37051
bcsstm34 13070 6804 8919 36521
bcsstm39 6037 5098 5401 6165
beaflw 9059 5902 6766 31361
beause 8009 5729 8625 17462
bfwa398 7406 5625 7018 16175
bfwa62 18860 8770 10559 37006
bfwa782 8021 5203 7550 13187
bfwb398 6855 4877 6229 10067
bfwb62 6061 5589 5892 17026
bfwb782 9473 5356 8529 12873
big 6895 4708 6094 13335
blckhole 6863 5124 6258 10296
bwm200 6957 5040 6300 11167
bwm2000 7124 5773 6140 7893
can_1054 12608 6916 6942 34029
can_1072 7563 5596 9349 21343
can_144 5728 5512 6001 24504
can_161 5811 5051 6325 11404
can_187 7602 5397 5739 11636
can_229 9875 39983 5673 36620
can_24 4708 4109 4757 12930
can_256 6931 5874 6608 23794
can_268 9676 5500 9085 23151
can_292 7255 4843 6560 14506
can_445 6239 5432 6119 11838
can_61 9114 5147 11078 49297
can_62 4335 8534 5357 12522
can_634 6928 4795 6500 11716
can_715 6936 4572 6274 12724
can_73 4932 4780 5630 12265
can_838 6279 4436 6157 10381
can_96 9116 4615 8692 12091
cavity01 30601 8594 9965 53192
cavity03 10175 8356 11001 52709
cavity05 10260 8240 10429 93963
cavity07 9569 8146 15429 58803
cavity09 13219 8125 13715 54133
cavity10 9929 8453 10203 62792
cavity12 15392 7935 9748 52129
cavity14 9641 7815 10420 58025
cavity16 10102 7659 10016 53020
cavity18 10080 7679 10096 105317
cavity20 9800 8335 11029 62838
cavity22 9980 8020 10413 52629
cavity24 9631 8223 11774 67290
cavity26 10587 7987 11896 51786
cdde1 6727 4758 6996 9181
cdde2 6082 4470 6048 9019
cdde3 6494 5122 6171 9061
cdde4 6618 4838 6223 9195
cdde5 6994 5305 7782 10033
cdde6 6342 4352 5621 9180
circuit_1 5582 5399 5306 9896
circuit_2 5718 3602 5572 5015
circuit_3 8352 6034 6010 11999
circuit_4 6117 4013 5328 11458
ck104 5980 6052 6848 16806
ck400 7532 5027 7225 11999
ck656 6721 4688 6902 11962
coater1 6989 5938 6550 19901
coater2 7546 7376 7696 25216
conf5_0-4x4-10 8855 7181 9175 31384
crystk01 7604 5907 7453 24411
crystk02 6736 5210 6600 15538
crystk03 6204 5391 6780 11691
crystm01 6973 5013 8177 33119
crystm02 6162 4187 5311 7789
crystm03 6163 4580 5270 6304
ct20stif 7808 6107 7587 19555
curtis54 5556 14307 6206 27585
d_ss 4263 4090 4404 10236
dw1024 6212 4834 5769 9156
dw256A 6341 4888 6129 10706
dw256B 7069 4971 6308 10520
dw4096 6011 4344 6018 8414
dwt_1005 7205 4840 9098 10499
dwt_1007 6679 5199 8780 10624
dwt_1242 6291 4675 7597 11718
dwt_162 7311 4405 5553 9635
dwt_193 7078 6118 7212 22587
dwt_198 4558 4492 5492 10009
dwt_209 5880 5442 6908 14620
dwt_221 14513 5478 5618 12681
dwt_234 4651 4532 5001 9863
dwt_245 5866 5259 6056 13792
dwt_2680 6995 5268 5787 12048
dwt_307 8510 4656 7203 12902
dwt_310 7440 6430 6695 10603
dwt_346 6628 5419 6415 15599
dwt_361 13111 4580 7920 10280
dwt_419 6507 4943 5802 12684
dwt_492 6546 5223 6524 14870
dwt_503 6930 5294 6485 10478
dwt_512 17795 4980 6210 14675
dwt_59 6025 4695 17824 9739
dwt_592 6520 4630 6149 10549
dwt_607 7805 4773 6865 11030
dwt_66 6252 4373 7925 9377
dwt_72 6970 4664 6654 9950
dwt_758 5689 4421 5576 10445
dwt_869 8699 5157 6223 10550
dwt_87 9050 6365 7611 15016
dwt_878 8061 4375 6356 11065
dwt_918 7812 14200 6565 15070
dwt_992 7372 6570 6329 15017
epb0 14649 3905 5570 6035
epb1 10377 4728 6840 15739
epb2 7116 5490 6608 10775
epb3 7313 4304 6466 10597
eris1176 11955 11790 12557 73400
ex1 10925 7825 10217 46883
ex10 8559 5106 6642 17641
ex10hs 8084 5541 7793 20289
ex11 11573 9834 10212 36745
ex12 8479 5886 7878 24579
ex13 9220 6017 9015 20256
ex14 32575 5514 7477 22161
ex15 7659 4712 11003 10553
ex18 8171 5100 6791 21816
ex19 8145 5505 6699 17622
ex2 11167 8263 9944 40640
ex20 9951 6512 8845 26089
ex21 9234 7383 8797 52114
ex22 11737 9883 11781 73094
ex23 10299 7067 8540 32387
ex24 12126 8187 12887 77653
ex25 9893 7703 9255 32205
ex26 9816 6720 8360 66966
ex28 9662 6645 8289 34537
ex29 7575 3930 5740 8832
ex3 7731 7676 7210 21056
ex32 8133 4954 7360 16584
ex33 7018 4287 6111 10752
ex35 7673 5397 6570 12195
ex37 7085 3880 5776 11847
ex40 10563 10132 10519 40867
ex5 4218 4555 4923 17747
ex9 10687 5564 7812 19634
fs_183_1 8129 5454 5563 30490
fs_183_3 8064 6493 7970 30470
fs_183_4 7633 5810 8355 33226
fs_183_6 8553 4733 6157 29698
fs_541_1 7786 4989 7240 12539
fs_541_2 8683 4972 6703 11716
fs_541_3 7659 4822 6952 16022
fs_541_4 11597 4702 6894 12275
fs_680_1 7588 5265 6291 10297
fs_680_2 7272 4461 6318 8747
fs_680_3 7852 4438 6262 9619
fs_760_1 6657 4207 6110 8043
fs_760_2 7452 4736 6693 8544
fs_760_3 6784 4446 6243 9866
garon1 8833 5160 7062 13350
garon2 8299 4783 6587 11060
gemat1 8454 5050 6621 20672
gemat11 8429 5143 8757 20760
gemat12 8453 5498 6690 20350
gent113 8996 5066 5665 13402
goodwin 13805 10808 13231 72429
gr_30_30 6867 4221 6037 10832
graham1 12014 9397 13199 52157
gre_1107 7520 5000 6183 12239
gre_115 4588 4485 5140 13985
gre_185 6479 4917 6063 11716
gre_216a 5398 4587 5511 8654
gre_216b 6377 4750 6116 9015
gre_343 7147 5718 5928 9943
gre_512 19717 5155 5883 9986
hor_131 7892 5129 6631 11757
ibm32 4320 3982 5386 10389
illc1033 6730 4291 5961 13788
illc1850 8865 5703 5700 15199
impcol_a 7043 6394 5938 10462
impcol_b 7128 5376 5785 19624
impcol_c 6490 5428 5930 14198
impcol_d 7398 5326 6322 17959
impcol_e 7597 7357 7302 39478
jagmesh1 7492 4879 9146 9545
jagmesh2 13498 1135327 14230 1350521
jagmesh3 19306 5469 15406 15363
jagmesh4 5723 10685 5965 9225
jagmesh5 5362 25444 6051 7970
jagmesh6 5437 6110 5588 9201
jagmesh7 5343 6032 6002 10429
jagmesh8 5506 7519 7555 10392
jagmesh9 6299 6233 5497 8045
jgl009 3179 4254 3751 7685
jgl011 3334 4422 4189 10130
jpwh_991 4457 6039 5133 4237
lns_131 4666 6415 4806 11285
lns_3937 5623 7923 5715 9494
lns_511 5765 6391 5570 8800
lnsp3937 4953 6463 7424 6614
lnsp_131 5817 7370 6115 18203
lnsp_511 5300 6645 5773 10995
lop163 5458 8613 5891 12884
lpi_box1 3864 6911 4510 6736
lshp1009 6246 7090 5676 7662
lshp1270 5291 7530 5625 7846
lshp1561 17997 7529 7756 9086
lshp1882 5708 7942 5555 7562
lshp2233 7231 7779 6022 8494
lshp2614 5126 13181 5577 7935
lshp3025 5194 8023 5513 8366
lshp3466 5204 7612 5887 8078
lshp_265 4586 7765 5200 10093
lshp_406 5768 19945 5475 10483
lshp_577 5478 7643 5446 7889
lshp_778 5527 8029 6017 8014
lund_a 6730 10111 6805 18702
lund_b 6067 9940 6886 18427
mahindas 4390 8849 4477 5141
mcca 6208 9128 6522 21266
mcfe 9205 28802 13386 26481
meg1 4321 7570 4408 2259
mhd1280b 9310 7797 6150 21275
mhda416 10873 11300 10710 53204
mhdb416 5535 7932 5231 11664
mplate 7037 8751 6717 16032
msc00726 7656 9981 8419 29557
msc01440 8149 7930 5248 9599
msc04515 6502 8387 6247 14400
msc10848 5220 8133 5946 10845
nasa1824 6579 8859 6293 19717
nasa2910 7409 12798 8770 30752
nasa4704 6381 8450 5875 20211
nnc1374 5860 9888 5855 15887
nnc261 5571 9585 5891 21233
nnc666 7015 8405 6424 21389
nopoly 4215 8869 6182 8442
nos1 4962 9060 5845 6968
nos2 5107 7325 5291 7300
nos3 7243 8653 7001 15910
nos4 3971 7289 5262 9914
nos6 4497 7975 5266 6252
nos7 5911 7398 5942 6518
odepa400 6515 9138 7404 9459
odepb400 5389 8458 6068 5619
olm100 5867 9891 7452 9691
olm1000 7247 7620 6424 8335
olm2000 8732 10239 8435 8769
olm500 5519 23530 6237 7803
olm5000 7040 9826 5801 8715
onetone1 5175 7369 5080 11958
onetone2 5499 7499 5080 11771
orani678 4526 9243 4754 4221
orsirr_1 7776 7613 5835 9509
orsirr_2 6268 8110 6254 9542
orsreg_1 5614 7912 7671 9528
pcrystk02 5787 8152 6283 14283
pcrystk03 5801 8045 6199 10998
pct20stif 6828 9705 7832 20674
pde225 5515 8085 5410 9002
pde2961 5738 8223 5464 7865
pde900 8359 8197 5319 7738
pesa 4970 7807 4449 3859
plat1919 5413 7718 5713 6741
plat362 5834 8262 5338 6665
poli 4914 7527 5104 14519
poli_large 4978 10508 4934 6727
pores_1 4010 7400 4439 12165
pores_2 8447 8018 7016 13244
pores_3 5833 10905 5378 11374
pre2 5528 7582 4759 12936
psmigr_1 11944 15370 14123 83613
psmigr_2 11253 14538 13623 82956
psmigr_3 11667 14726 13731 83514
pwtk 6597 8958 7317 18931
qc2534 12207 17392 14394 83518
qc324 12579 14822 15140 83431
qh882 5194 6859 6597 7777
rbsa480 8712 10915 8605 42135
rbsb480 8203 11582 8825 37482
rdb2048 5343 8069 5588 8568
rdb5000 7378 8126 5413 8451
rdb968 6273 18696 5497 9494
rgg010 3245 6416 3989 11480
rim 11391 14286 12971 70242
rlfprim 4277 7052 4421 2644
rma10 8100 9591 7775 19572
rw136 3929 7868 4905 8542
rw496 4473 7756 5272 6381
rw5151 4913 7545 4654 5303
saylr1 5079 8153 6246 10808
saylr3 5646 7367 5318 6515
saylr4 5608 7583 5694 6627
sherman1 4931 7495 5818 6553
sherman2 8102 10626 9057 28347
sherman3 5043 6775 5153 6559
sherman4 4915 8500 5409 7862
sherman5 4617 6856 5396 4487
sstmodel 5109 7047 4764 5679
steam1 5654 7941 5426 9495
steam2 5483 7996 5687 6922
steam3 4825 10415 5297 11853
thermal 6457 9651 6812 14518
tub100 3965 7987 5686 8678
tub1000 5108 7672 5454 7484
twotone 5163 7697 5476 17438
vibrobox 5833 8399 5977 22142
watt_1 4699 6832 4985 3947
well1033 4640 7770 4715 11839
well1850 4541 7161 4603 10248
will57 5467 7301 5758 16600
wm1 9955 12478 11611 55505
wm2 10084 14805 11868 61273
wm3 677530 32858 1431118 58114
young1c 9775 26700 9517 18666
young2c 4387 4107 5745 9265
young3c 7488 3998 5167 9691
young4c 4180 3645 5254 8992
zenios 4171 3484 4875 14827
