Matrix ModCSR Jagged Ellpack
psmigr_3 18955 24635 515242
pwtk 8366 13550 149228
qc2534 31327 25873 547925
qc324 18708 25842 777436
qh882 5187 9117 42600
rbsa480 11121 15192 203928
rbsb480 13291 14283 204844
rdb2048 5783 9922 59294
rdb5000 6069 10852 60648
rdb968 7571 10177 78610
rgg010 3946 5060 89485
rim 17373 22622 550497
rlfprim 3741 12235 3659
rma10 10163 13490 161569
rw136 5695 8859 60447
rw496 5072 9674 42240
rw5151 4871 9257 25522
saylr1 6140 14638 91425
saylr3 6905 9271 43425
saylr4 5440 9808 41842
sherman1 5175 9455 41326
sherman2 14079 15289 221364
sherman3 4436 8168 26871
sherman4 5594 9097 25856
sherman5 4990 9308 24573
sstmodel 4313 8515 28645
steam1 5411 10260 41959
steam2 5807 9902 47502
steam3 6372 10511 64703
thermal 8125 11790 130815
tub100 6023 9598 59090
tub1000 5659 13539 59748
twotone 5594 9160 27967
vibrobox 8067 10858 80856
watt_1 4440 8353 23671
well1033 4451 8546 27365
well1850 4160 11769 25675
will57 11310 10396 77266
wm1 15411 22065 364842
wm2 16403 21174 401740
wm3 926765 886217 382962
young1c 9699 14628 60318
young2c 4937 5936 60532
young3c 4875 5865 60307
young4c 5164 5939 60216
zenios 4165 4431 27865
