Matrix ModCSR Jagged Ellpack
lns_3937 5435 8177 72886
lns_511 5766 11461 60793
lnsp3937 6047 7096 29773
lnsp_131 6813 7580 61299
lnsp_511 5074 7316 49540
lop163 7087 15050 119691
lpi_box1 3706 7955 25242
lshp1009 5246 8565 76085
lshp1270 5465 8732 61311
lshp1561 5607 8578 60637
lshp1882 5086 9342 69893
lshp2233 5123 9393 55434
lshp2614 5020 8732 44536
lshp3025 5076 9728 47593
lshp3466 5302 10858 45710
lshp_265 5345 8430 69592
lshp_406 5630 8817 60323
lshp_577 5172 8380 59787
lshp_778 5361 8264 43212
lund_a 7645 11061 131967
lund_b 7892 10864 132730
mahindas 3541 7780 31736
mcca 9850 15660 115993
mcfe 12352 15998 370000
meg1 2697 12477 3178
mhd1280b 6440 10136 83573
mhda416 12680 15809 261142
mhdb416 7415 8687 45378
mplate 6990 11505 113650
msc00726 20063 19097 171540
msc01440 4566 8425 43181
msc04515 6288 9970 79657
msc10848 5919 8906 72570
nasa1824 7798 10225 142642
nasa2910 9217 14119 187307
nasa4704 7691 9629 80376
nnc1374 6483 9280 75292
nnc261 6597 9530 79989
nnc666 7027 9647 81751
nopoly 4422 8058 27220
nos1 4165 8229 41365
nos2 4416 8812 42835
nos3 6493 9631 97855
nos4 6055 8188 60193
nos6 4669 10753 47915
nos7 4737 11816 45017
odepa400 6192 11997 63065
odepb400 4965 9383 33624
olm100 6648 13087 78053
olm1000 7534 12206 86211
olm2000 7106 12376 61459
olm500 5203 9136 61475
olm5000 4935 9700 66689
onetone1 5298 8251 27058
onetone2 5460 8379 30065
orani678 5092 8389 24292
orsirr_1 5618 9565 78063
orsirr_2 5531 9503 78893
orsreg_1 5128 9238 77127
pcrystk02 6307 10273 96426
pcrystk03 5412 10460 79242
pct20stif 8134 42791 150918
pde225 4973 7913 77151
pde2961 4746 8620 71778
pde900 4763 9867 63839
pesa 3381 12781 23358
plat1919 4468 8526 42462
plat362 4661 8514 42392
poli 4097 8198 27046
poli_large 3904 8000 46665
pores_1 5042 7360 102602
pores_2 6396 10030 97050
pores_3 4770 9506 42594
pre2 5038 8365 28154
psmigr_1 20968 23663 511819
psmigr_2 15973 23411 506364
psmigr_3 19588 23743 509971
pwtk 7586 12122 148569
qc2534 21965 25185 1009123
qc324 17795 26906 547978
qh882 3901 7632 51210
rbsa480 9835 13673 205869
rbsb480 13434 29550 244046
rdb2048 5822 9614 73013
rdb5000 6339 10090 62097
rdb968 5663 10255 78019
rgg010 3176 7005 90179
rim 16727 22269 456643
rlfprim 3049 11855 3331
rma10 8206 13133 167030
rw136 4511 7945 60784
rw496 4656 8236 43123
rw5151 4420 11458 25413
saylr1 5504 9721 80150
saylr3 4976 8475 43384
saylr4 4631 8364 42809
sherman1 4680 9337 42283
sherman2 11237 16172 218283
sherman3 3452 7550 25084
sherman4 4436 7888 25169
sherman5 3234 7459 24091
sstmodel 3630 16754 26176
steam1 4806 8425 42574
steam2 4387 8505 51366
steam3 5502 8310 61573
thermal 7093 10921 145645
tub100 5022 17020 60320
tub1000 6084 9223 59921
twotone 4965 8467 31334
vibrobox 9265 10054 79971
watt_1 3141 7568 24380
well1033 3912 7955 26878
well1850 5359 8130 31604
will57 6922 9317 94332
wm1 14328 19173 364457
wm2 15245 71555 438754
wm3 16257 24224 392841
young1c 5190 5596 61380
young2c 4966 6464 65588
young3c 5035 5995 60845
young4c 5127 5867 60638
zenios 4260 6586 27565
