Matrix ModCSR Jagged Ellpack
pcrystk03 6393 11435 78625
pct20stif 8884 13044 149125
pde225 7162 11493 92039
pde2961 6112 9550 72425
pde900 5804 10484 60491
pesa 4439 8891 25428
plat1919 6006 9925 44161
plat362 5714 9610 45562
poli 5455 9325 27594
poli_large 5092 9653 45919
pores_1 5121 7136 92401
pores_2 7501 31427 97361
pores_3 5850 9524 43455
pre2 6611 9636 27136
psmigr_1 22157 24751 521319
psmigr_2 17250 24302 495698
psmigr_3 19236 24761 509401
pwtk 8390 14007 148575
qc2534 26895 28160 543742
qc324 19050 27109 546672
qh882 5142 8868 48679
rbsa480 10728 21419 287016
rbsb480 11147 15006 257265
rdb2048 5725 13196 67813
rdb5000 6924 10390 105587
rdb968 6528 10588 77481
rgg010 6217 7589 104636
rim 17940 23707 452483
rlfprim 4796 12765 3413
rma10 9211 13540 166179
rw136 5498 9611 59291
rw496 5475 9483 42514
rw5151 4938 9088 24494
saylr1 6403 11099 78925
saylr3 5955 10531 43332
saylr4 5748 9542 44123
sherman1 5704 9089 43758
sherman2 12656 18406 220485
sherman3 8832 9058 25650
sherman4 5513 8777 25693
sherman5 5073 9731 24545
sstmodel 5084 9066 25575
steam1 5745 9135 43315
steam2 5855 9744 42864
steam3 6400 10444 61732
thermal 8333 12841 131145
tub100 8860 10175 71720
tub1000 5904 10046 61781
twotone 6272 10480 28352
vibrobox 8902 10774 95796
watt_1 4141 8032 24832
well1033 5144 8831 27136
well1850 4532 10497 26425
will57 8344 11349 87584
wm1 16617 32906 365359
wm2 16824 22037 414314
wm3 819960 720405 399390
young1c 11117 15271 61030
young2c 5156 6019 61080
young3c 4920 6165 64251
young4c 5311 6073 62850
zenios 4093 4876 30532
